"","country","ingredients","recipe_id"
"35497","Spain","butter",4106
"35498","Spain","tomato",4106
"35499","Spain","cane_molasses",4106
"35500","Spain","green_bell_pepper",4106
"35501","Spain","onion",4106
"35502","Spain","vinegar",4106
"35503","Spain","cayenne",4106
"35504","Spain","pepper",4106
"35505","Spain","tamarind",4106
"35506","Spain","egg",4106
"35507","Spain","milk",4106
"35508","Spain","tomato",4107
"35509","Spain","olive_oil",4107
"35510","Spain","pepper",4107
"35511","Spain","cauliflower",4107
"35512","Spain","milk",4107
"35513","Spain","carrot",4107
"35514","Spain","garlic",4107
"35515","Spain","butter",4107
"35516","Spain","cabbage",4107
"35517","Spain","leek",4107
"35518","Spain","olive_oil",4108
"35519","Spain","pepper",4108
"35520","Spain","onion",4108
"35521","Spain","vinegar",4108
"35522","Spain","black_bean",4108
"35523","Spain","corn",4108
"35524","Spain","red_wine",4108
"35525","Spain","parsley",4108
"35526","Spain","chickpea",4108
"35527","Spain","bean",4108
"35528","Spain","garlic",4108
"35529","Spain","bell_pepper",4108
"35530","Spain","chive",4108
"35531","Spain","tomato",4109
"35532","Spain","olive_oil",4109
"35533","Spain","lemon",4109
"35534","Spain","onion",4109
"35535","Spain","fish",4109
"35536","Spain","squid",4109
"35537","Spain","white_wine",4109
"35538","Spain","bell_pepper",4109
"35539","Spain","white_bread",4109
"35540","Spain","shrimp",4109
"35541","Spain","tomato",4110
"35542","Spain","vinegar",4110
"35543","Spain","pepper",4110
"35544","Spain","celery_oil",4110
"35545","Spain","corn",4110
"35546","Spain","gelatin",4110
"35547","Spain","garlic",4110
"35548","Spain","bell_pepper",4110
"35549","Spain","pimento",4110
"35550","Spain","olive",4110
"35551","Spain","vegetable_oil",4110
"35552","Spain","tuna",4110
"35553","Spain","egg",4110
"35554","Spain","quince",4111
"35555","Spain","olive_oil",4112
"35556","Spain","pepper",4112
"35557","Spain","onion",4112
"35558","Spain","thyme",4112
"35559","Spain","parsley",4112
"35560","Spain","liver",4112
"35561","Spain","basil",4112
"35562","Spain","sherry",4112
"35563","Spain","bread",4112
"35564","Spain","olive_oil",4113
"35565","Spain","potato",4113
"35566","Spain","black_pepper",4113
"35567","Spain","parsley",4113
"35568","Spain","port_wine",4113
"35569","Spain","garlic",4113
"35570","Spain","sherry",4113
"35571","Spain","chicken",4113
"35572","Spain","tomato",4114
"35573","Spain","olive_oil",4114
"35574","Spain","green_bell_pepper",4114
"35575","Spain","onion",4114
"35576","Spain","thyme",4114
"35577","Spain","fennel",4114
"35578","Spain","garlic",4114
"35579","Spain","chicken",4114
"35580","Spain","rice",4114
"35581","Spain","pea",4114
"35582","Spain","pork_sausage",4114
"35583","Spain","tomato",4115
"35584","Spain","olive_oil",4115
"35585","Spain","green_bell_pepper",4115
"35586","Spain","lemon",4115
"35587","Spain","onion",4115
"35588","Spain","squid",4115
"35589","Spain","saffron",4115
"35590","Spain","shrimp",4115
