"","country","ingredients","recipe_id"
"37384","Philippines","vinegar",4371
"37385","Philippines","pepper",4371
"37386","Philippines","wheat",4371
"37387","Philippines","onion",4371
"37388","Philippines","raisin",4371
"37389","Philippines","cucumber",4371
"37390","Philippines","bell_pepper",4371
"37391","Philippines","chicken",4371
"37392","Philippines","cheddar_cheese",4371
"37393","Philippines","egg",4371
"37394","Philippines","pea",4371
"37395","Philippines","pork_sausage",4371
"37396","Philippines","vinegar",4372
"37397","Philippines","soy_sauce",4372
"37398","Philippines","black_pepper",4372
"37399","Philippines","garlic",4372
"37400","Philippines","vegetable_oil",4372
"37401","Philippines","chicken",4372
"37402","Philippines","olive_oil",4373
"37403","Philippines","pepper",4373
"37404","Philippines","wheat",4373
"37405","Philippines","beef",4373
"37406","Philippines","tabasco_pepper",4373
"37407","Philippines","garlic",4373
"37408","Philippines","pork",4374
"37409","Philippines","green_bell_pepper",4374
"37410","Philippines","carrot",4374
"37411","Philippines","beef",4374
"37412","Philippines","onion",4374
"37413","Philippines","vinegar",4375
"37414","Philippines","pork",4375
"37415","Philippines","wheat",4375
"37416","Philippines","beef",4375
"37417","Philippines","cider",4375
"37418","Philippines","black_pepper",4375
"37419","Philippines","carrot",4375
"37420","Philippines","garlic",4375
"37421","Philippines","cabbage",4375
"37422","Philippines","rice",4375
"37423","Philippines","chicken",4375
"37424","Philippines","cane_molasses",4376
"37425","Philippines","vinegar",4376
"37426","Philippines","pork",4376
"37427","Philippines","lemon_juice",4376
"37428","Philippines","onion",4376
"37429","Philippines","soy_sauce",4376
"37430","Philippines","black_pepper",4376
"37431","Philippines","ginger",4376
"37432","Philippines","honey",4376
"37433","Philippines","vegetable_oil",4376
"37434","Philippines","tamarind",4376
"37435","Philippines","star_anise",4376
"37436","Philippines","butter",4377
"37437","Philippines","coconut",4377
"37438","Philippines","lemon",4377
"37439","Philippines","vanilla",4377
"37440","Philippines","mozzarella_cheese",4377
"37441","Philippines","wheat",4377
"37442","Philippines","egg",4377
"37443","Philippines","milk",4377
"37444","Philippines","cassava",4377
"37445","Philippines","scallion",4378
"37446","Philippines","pork",4378
"37447","Philippines","soy_sauce",4378
"37448","Philippines","black_pepper",4378
"37449","Philippines","shrimp",4378
"37450","Philippines","carrot",4378
"37451","Philippines","cabbage",4378
"37452","Philippines","rice",4378
"37453","Philippines","chicken",4378
"37454","Philippines","scallion",4379
"37455","Philippines","sesame_oil",4379
"37456","Philippines","mushroom",4379
"37457","Philippines","sake",4379
"37458","Philippines","soy_sauce",4379
"37459","Philippines","cayenne",4379
"37460","Philippines","ginger",4379
"37461","Philippines","shrimp",4379
"37462","Philippines","bean",4379
"37463","Philippines","garlic",4379
"37464","Philippines","pork_sausage",4379
"37465","Philippines","chicken",4379
"37466","Philippines","rice",4379
"37467","Philippines","pea",4379
"37468","Philippines","chicken_broth",4379
"37469","Philippines","beef",4380
"37470","Philippines","onion",4380
"37471","Philippines","black_pepper",4380
"37472","Philippines","bean",4380
"37473","Philippines","garlic",4380
"37474","Philippines","peanut_butter",4380
"37475","Philippines","vinegar",4381
"37476","Philippines","soy_sauce",4381
"37477","Philippines","black_pepper",4381
"37478","Philippines","ginger",4381
"37479","Philippines","bay",4381
"37480","Philippines","garlic",4381
"37481","Philippines","chicken",4381
"37482","Philippines","wheat",4382
"37483","Philippines","egg",4382
"37484","Philippines","milk",4382
"37485","Philippines","cheese",4382
"37486","Philippines","tomato",4383
