"","country","ingredients","recipe_id"
"333650","Japan","butter",41740
"333651","Japan","coconut",41740
"333652","Japan","wheat",41740
"333653","Japan","cherry",41740
"333654","Japan","raisin",41740
"333655","Japan","nutmeg",41740
"333656","Japan","cinnamon",41740
"333657","Japan","orange",41740
"333658","Japan","pecan",41740
"333659","Japan","lemon",41740
"333660","Japan","egg",41740
"333661","Japan","milk",41740
"333662","Japan","cane_molasses",41741
"333663","Japan","vinegar",41741
"333664","Japan","wheat",41741
"333665","Japan","celery_oil",41741
"333666","Japan","yeast",41741
"333667","Japan","apricot",41741
"333668","Japan","corn",41741
"333669","Japan","red_wine",41741
"333670","Japan","milk",41741
"333671","Japan","shrimp",41741
"333672","Japan","garlic",41741
"333673","Japan","tomato",41741
"333674","Japan","vegetable_oil",41741
"333675","Japan","starch",41741
"333676","Japan","egg",41741
"333677","Japan","vanilla",41741
"333678","Japan","butter",41742
"333679","Japan","vanilla",41742
"333680","Japan","bean",41742
"333681","Japan","rice",41742
"333682","Japan","egg",41742
"333683","Japan","milk",41742
"333684","Japan","vinegar",41743
"333685","Japan","sesame_oil",41743
"333686","Japan","soy_sauce",41743
"333687","Japan","black_pepper",41743
"333688","Japan","ginger",41743
"333689","Japan","garlic",41743
"333690","Japan","bell_pepper",41743
"333691","Japan","rice",41743
"333692","Japan","wine",41743
"333693","Japan","peanut_oil",41744
"333694","Japan","vinegar",41744
"333695","Japan","lemon_juice",41744
"333696","Japan","celery_oil",41744
"333697","Japan","onion",41744
"333698","Japan","corn",41744
"333699","Japan","black_pepper",41744
"333700","Japan","ginger",41744
"333701","Japan","celery",41744
"333702","Japan","garlic",41744
"333703","Japan","tomato",41744
"333704","Japan","soy_sauce",41744
"333705","Japan","wine",41744
"333706","Japan","soy_sauce",41745
"333707","Japan","seaweed",41745
"333708","Japan","vinegar",41746
"333709","Japan","parsley",41746
"333710","Japan","sesame_seed",41746
"333711","Japan","vegetable_oil",41746
"333712","Japan","rice",41746
"333713","Japan","egg",41746
"333714","Japan","wheat",41747
"333715","Japan","starch",41747
"333716","Japan","egg",41747
"333717","Japan","vegetable_oil",41747
"333718","Japan","shrimp",41747
"333719","Japan","butter",41748
"333720","Japan","pepper",41748
"333721","Japan","lemon",41748
"333722","Japan","shallot",41748
"333723","Japan","soy_sauce",41748
"333724","Japan","ginger",41748
"333725","Japan","white_wine",41748
"333726","Japan","sesame_seed",41748
"333727","Japan","vegetable_oil",41748
"333728","Japan","cream",41748
"333729","Japan","vegetable_oil",41749
"333730","Japan","bean",41749
"333731","Japan","soy_sauce",41749
"333732","Japan","sesame_oil",41749
"333733","Japan","sesame_seed",41749
"333734","Japan","olive_oil",41750
"333735","Japan","pepper",41750
"333736","Japan","cheese",41750
"333737","Japan","parsley",41750
"333738","Japan","garlic",41750
"333739","Japan","seaweed",41750
"333740","Japan","basil",41750
"333741","Japan","rice",41750
"333742","Japan","egg",41750
"333743","Japan","soy_sauce",41751
"333744","Japan","black_pepper",41751
"333745","Japan","scallion",41751
"333746","Japan","bean",41751
"333747","Japan","carrot",41751
"333748","Japan","vegetable_oil",41751
"333749","Japan","cabbage",41751
"333750","Japan","rice",41751
"333751","Japan","egg",41751
"333752","Japan","pea",41751
"333753","Japan","pork_sausage",41751
"333754","Japan","pepper",41752
"333755","Japan","lemon_juice",41752
"333756","Japan","lemon",41752
"333757","Japan","citrus",41752
"333758","Japan","barley",41752
"333759","Japan","soybean",41752
"333760","Japan","orange",41752
"333761","Japan","vegetable_oil",41752
"333762","Japan","rice",41752
"333763","Japan","egg",41752
"333764","Japan","wheat",41753
"333765","Japan","black_pepper",41753
"333766","Japan","shrimp",41753
"333767","Japan","garlic",41753
"333768","Japan","bell_pepper",41753
"333769","Japan","vegetable_oil",41753
"333770","Japan","egg",41753
"333771","Japan","bread",41753
"333772","Japan","soy_sauce",41754
"333773","Japan","garlic",41754
"333774","Japan","sesame_oil",41754
"333775","Japan","mushroom",41754
"333776","Japan","ginger",41754
"333777","Japan","butter",41755
"333778","Japan","wheat",41755
"333779","Japan","vanilla",41755
"333780","Japan","cream_cheese",41755
"333781","Japan","green_tea",41755
"333782","Japan","yogurt",41755
"333783","Japan","vegetable_oil",41755
"333784","Japan","egg",41755
"333785","Japan","milk",41755
"333786","Japan","vinegar",41756
"333787","Japan","soy_sauce",41756
"333788","Japan","avocado",41756
"333789","Japan","honey",41756
"333790","Japan","carrot",41756
"333791","Japan","garlic",41756
"333792","Japan","seaweed",41756
"333793","Japan","soybean",41756
"333794","Japan","cucumber",41756
"333795","Japan","rice",41756
"333796","Japan","vinegar",41757
"333797","Japan","pepper",41757
"333798","Japan","starch",41757
"333799","Japan","scallion",41757
"333800","Japan","garlic",41757
"333801","Japan","soybean",41757
"333802","Japan","sake",41758
"333803","Japan","vegetable_oil",41758
"333804","Japan","soy_sauce",41758
"333805","Japan","pork",41758
"333806","Japan","ginger",41758
"333807","Japan","vinegar",41759
"333808","Japan","rice",41759
"333809","Japan","cucumber",41759
"333810","Japan","seaweed",41759
"333811","Japan","avocado",41759
"333812","Japan","butter",41760
"333813","Japan","vanilla",41760
"333814","Japan","rice",41760
"333815","Japan","egg",41760
"333816","Japan","milk",41760
"333817","Japan","pumpkin",41760
"333818","Japan","cabbage",41761
"333819","Japan","green_bell_pepper",41761
