"","country","ingredients","recipe_id"
"32846","Belgium","butter",3755
"32847","Belgium","cane_molasses",3755
"32848","Belgium","wheat",3755
"32849","Belgium","almond",3755
"32850","Belgium","ginger",3755
"32851","Belgium","cinnamon",3755
"32852","Belgium","egg",3755
"32853","Belgium","cane_molasses",3756
"32854","Belgium","wheat",3756
"32855","Belgium","citrus",3756
"32856","Belgium","raisin",3756
"32857","Belgium","walnut",3756
"32858","Belgium","buttermilk",3756
"32859","Belgium","nutmeg",3756
"32860","Belgium","cinnamon",3756
"32861","Belgium","lard",3756
"32862","Belgium","butter",3757
"32863","Belgium","cane_molasses",3757
"32864","Belgium","wheat",3757
"32865","Belgium","almond",3757
"32866","Belgium","cinnamon",3757
"32867","Belgium","egg",3757
"32868","Belgium","butter",3758
"32869","Belgium","cane_molasses",3758
"32870","Belgium","wheat",3758
"32871","Belgium","yeast",3758
"32872","Belgium","milk",3758
"32873","Belgium","whole_grain_wheat_flour",3758
"32874","Belgium","butter",3759
"32875","Belgium","wheat",3759
"32876","Belgium","yeast",3759
"32877","Belgium","vanilla",3759
"32878","Belgium","egg",3759
"32879","Belgium","milk",3759
"32880","Belgium","butter",3760
"32881","Belgium","vinegar",3760
"32882","Belgium","cane_molasses",3760
"32883","Belgium","wheat",3760
"32884","Belgium","onion",3760
"32885","Belgium","beef",3760
"32886","Belgium","black_pepper",3760
"32887","Belgium","thyme",3760
"32888","Belgium","bay",3760
"32889","Belgium","carrot",3760
"32890","Belgium","mustard",3760
"32891","Belgium","white_wine",3760
"32892","Belgium","bread",3760
"32893","Belgium","cane_molasses",3761
"32894","Belgium","butter",3761
"32895","Belgium","wheat",3761
"32896","Belgium","vanilla",3761
"32897","Belgium","whiskey",3761
"32898","Belgium","egg",3761
"32899","Belgium","lemon_juice",3762
"32900","Belgium","wheat",3762
"32901","Belgium","onion",3762
"32902","Belgium","parsley",3762
"32903","Belgium","celery",3762
"32904","Belgium","nutmeg",3762
"32905","Belgium","vegetable_oil",3762
"32906","Belgium","chicken",3762
"32907","Belgium","egg",3762
"32908","Belgium","leek",3762
"32909","Belgium","cream",3762
"32910","Belgium","butter",3763
"32911","Belgium","wheat",3763
"32912","Belgium","beef",3763
"32913","Belgium","onion",3763
"32914","Belgium","black_pepper",3763
"32915","Belgium","bacon",3763
"32916","Belgium","parsley",3763
"32917","Belgium","beer",3763
"32918","Belgium","garlic",3763
"32919","Belgium","lemon",3763
"32920","Belgium","lemon",3764
"32921","Belgium","onion",3764
"32922","Belgium","black_pepper",3764
"32923","Belgium","white_wine",3764
"32924","Belgium","celery",3764
"32925","Belgium","carrot",3764
"32926","Belgium","mussel",3764
"32927","Belgium","bay",3764
"32928","Belgium","butter",3765
"32929","Belgium","cheese",3765
"32930","Belgium","wheat",3765
"32931","Belgium","ham",3765
"32932","Belgium","black_pepper",3765
"32933","Belgium","parsley",3765
"32934","Belgium","parmesan_cheese",3765
"32935","Belgium","chicory",3765
"32936","Belgium","nutmeg",3765
"32937","Belgium","milk",3765
